id,tracks$items$track.name,release,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
00DNqogPZLkYPs4qOjShus,Retaliation,2019-04-28,25,0.66,0.972,11,-1.734,0,0.319,1.69e-4,0.211,0.33,0.255,99.999,audio_features,spotify:track:00DNqogPZLkYPs4qOjShus,https://api.spotify.com/v1/tracks/00DNqogPZLkYPs4qOjShus,https://api.spotify.com/v1/audio-analysis/00DNqogPZLkYPs4qOjShus,166500,4
0AvpiFSH47gYo1LLduTaHA,Alice in Misanthrope - 2018 Ver.,2018-08-10,29,0.385,0.984,10,-3.682,0,0.105,0.00122,0.0512,0.0552,0.323,171.946,audio_features,spotify:track:0AvpiFSH47gYo1LLduTaHA,https://api.spotify.com/v1/tracks/0AvpiFSH47gYo1LLduTaHA,https://api.spotify.com/v1/audio-analysis/0AvpiFSH47gYo1LLduTaHA,144837,4
0CagE6McCYwG8HVqSQXTYK,Oshikome! Heaven's Cooking,2019-10-27,1,0.472,0.9,7,-2.441,1,0.277,0.187,0.00798,0.109,0.53,192.879,audio_features,spotify:track:0CagE6McCYwG8HVqSQXTYK,https://api.spotify.com/v1/tracks/0CagE6McCYwG8HVqSQXTYK,https://api.spotify.com/v1/audio-analysis/0CagE6McCYwG8HVqSQXTYK,286000,4
0CnFfzR68NBPqcBmjORQu8,Hop Step Adventure☆,2016-05-26,15,0.5,0.981,5,-4.003,0,0.15,4.67e-4,0.837,0.183,0.611,180.024,audio_features,spotify:track:0CnFfzR68NBPqcBmjORQu8,https://api.spotify.com/v1/tracks/0CnFfzR68NBPqcBmjORQu8,https://api.spotify.com/v1/audio-analysis/0CnFfzR68NBPqcBmjORQu8,122769,4
0nmm5RrX778d9yvBR3BTfD,Conflict,2016-06-17,31,0.455,0.964,0,-8.042,0,0.45,3.25e-4,4.8e-4,0.304,0.105,159.973,audio_features,spotify:track:0nmm5RrX778d9yvBR3BTfD,https://api.spotify.com/v1/tracks/0nmm5RrX778d9yvBR3BTfD,https://api.spotify.com/v1/audio-analysis/0nmm5RrX778d9yvBR3BTfD,155687,4
0SegUKuIrRj0JL4Ynd0tzf,Danse Macabre,2016-01-04,47,0.228,0.791,2,-7.272,0,0.0716,0.0116,0.84,0.1,0.129,127.284,audio_features,spotify:track:0SegUKuIrRj0JL4Ynd0tzf,https://api.spotify.com/v1/tracks/0SegUKuIrRj0JL4Ynd0tzf,https://api.spotify.com/v1/audio-analysis/0SegUKuIrRj0JL4Ynd0tzf,164437,3
0Wlw8OxtGI7TzwUJ4y3Quf,ARESI,2020-10-31,4,0.418,0.952,6,-4.391,0,0.272,0.00106,0.247,0.26,0.204,158.022,audio_features,spotify:track:0Wlw8OxtGI7TzwUJ4y3Quf,https://api.spotify.com/v1/tracks/0Wlw8OxtGI7TzwUJ4y3Quf,https://api.spotify.com/v1/audio-analysis/0Wlw8OxtGI7TzwUJ4y3Quf,296312,4
0zZ2C0twyPlLNEbXHARSeq,Identity Part. 2,2012-02-29,14,0.584,0.993,4,-2.304,0,0.11,0.0015,0.942,0.326,0.619,149.999,audio_features,spotify:track:0zZ2C0twyPlLNEbXHARSeq,https://api.spotify.com/v1/tracks/0zZ2C0twyPlLNEbXHARSeq,https://api.spotify.com/v1/audio-analysis/0zZ2C0twyPlLNEbXHARSeq,162041,4
1d14xCnYqUAIWZiGJnqg8D,Sound Chimera,2018-04-29,47,0.317,0.98,2,-0.739,1,0.0726,8.42e-5,0.239,0.0917,0.335,95.044,audio_features,spotify:track:1d14xCnYqUAIWZiGJnqg8D,https://api.spotify.com/v1/tracks/1d14xCnYqUAIWZiGJnqg8D,https://api.spotify.com/v1/audio-analysis/1d14xCnYqUAIWZiGJnqg8D,307829,4
1hWIO4v3yWgE5EFHSvQe1S,夏色レモンタルト,2021-07-09,0,0.436,0.916,9,-3.153,0,0.0724,0.0214,3.11e-4,0.624,0.721,164.045,audio_features,spotify:track:1hWIO4v3yWgE5EFHSvQe1S,https://api.spotify.com/v1/tracks/1hWIO4v3yWgE5EFHSvQe1S,https://api.spotify.com/v1/audio-analysis/1hWIO4v3yWgE5EFHSvQe1S,111292,4
1j7RMFrCihsAjEBhnt9Fup,Connection,2020-07-31,15,0.563,0.925,9,-3.708,0,0.052,5.02e-4,0.0294,0.0566,0.408,127.976,audio_features,spotify:track:1j7RMFrCihsAjEBhnt9Fup,https://api.spotify.com/v1/tracks/1j7RMFrCihsAjEBhnt9Fup,https://api.spotify.com/v1/audio-analysis/1j7RMFrCihsAjEBhnt9Fup,205488,4
1mbwGggC93lYciwKOkoCWh,Rainy Waltz,2012-02-21,28,0.538,0.495,0,-9.365,0,0.0265,0.813,0.901,0.161,0.247,99.96,audio_features,spotify:track:1mbwGggC93lYciwKOkoCWh,https://api.spotify.com/v1/tracks/1mbwGggC93lYciwKOkoCWh,https://api.spotify.com/v1/audio-analysis/1mbwGggC93lYciwKOkoCWh,181675,3
1OP30nBEd1vSRB1YPHUbsz,Disorder,2022-01-10,27,0.343,0.963,6,-3.081,0,0.0614,2.8e-4,0.643,0.0993,0.848,193.064,audio_features,spotify:track:1OP30nBEd1vSRB1YPHUbsz,https://api.spotify.com/v1/tracks/1OP30nBEd1vSRB1YPHUbsz,https://api.spotify.com/v1/audio-analysis/1OP30nBEd1vSRB1YPHUbsz,134925,4
1RWK5D7hlfThwVxjBe5D5C,Re:LOAD,2020-12-18,1,0.52,0.985,1,-0.212,1,0.233,0.00102,0.162,0.534,0.0421,173.967,audio_features,spotify:track:1RWK5D7hlfThwVxjBe5D5C,https://api.spotify.com/v1/tracks/1RWK5D7hlfThwVxjBe5D5C,https://api.spotify.com/v1/audio-analysis/1RWK5D7hlfThwVxjBe5D5C,190381,4
1s3mdX5CezorSaYc4UI2JB,Death Moon 2,2012-02-29,10,0.447,0.997,1,-3.616,0,0.061,0.0297,0.946,0.0978,0.555,150.028,audio_features,spotify:track:1s3mdX5CezorSaYc4UI2JB,https://api.spotify.com/v1/tracks/1s3mdX5CezorSaYc4UI2JB,https://api.spotify.com/v1/audio-analysis/1s3mdX5CezorSaYc4UI2JB,174214,4
1VncfrbPlyHG6VE4ruhmHf,Rapsodie fer za Cactuses,2021-02-27,9,0.52,0.984,6,-4.058,0,0.168,1.42e-4,0.874,0.17,0.533,165.001,audio_features,spotify:track:1VncfrbPlyHG6VE4ruhmHf,https://api.spotify.com/v1/tracks/1VncfrbPlyHG6VE4ruhmHf,https://api.spotify.com/v1/audio-analysis/1VncfrbPlyHG6VE4ruhmHf,348482,4
1ZkqGvpq6EXaEzagizrKSa,Color Scammer,2020-09-30,1,0.519,0.8,1,-6.645,1,0.0352,0.0177,0.529,0.341,0.566,112.972,audio_features,spotify:track:1ZkqGvpq6EXaEzagizrKSa,https://api.spotify.com/v1/tracks/1ZkqGvpq6EXaEzagizrKSa,https://api.spotify.com/v1/audio-analysis/1ZkqGvpq6EXaEzagizrKSa,149735,4
23XtEmbRmZXBkjIcXU8s8D,Raindrop,2020-10-31,5,0.325,0.995,11,-4.18,0,0.0526,4.95e-5,0.0474,0.323,0.485,155.005,audio_features,spotify:track:23XtEmbRmZXBkjIcXU8s8D,https://api.spotify.com/v1/tracks/23XtEmbRmZXBkjIcXU8s8D,https://api.spotify.com/v1/audio-analysis/23XtEmbRmZXBkjIcXU8s8D,149065,4
25UbAvLLIxMQg8kDxf5gWI,Identity Pt. 5,2020-11-10,9,0.449,0.993,4,-3.117,0,0.0718,7.16e-4,0.0876,0.302,0.475,139.956,audio_features,spotify:track:25UbAvLLIxMQg8kDxf5gWI,https://api.spotify.com/v1/tracks/25UbAvLLIxMQg8kDxf5gWI,https://api.spotify.com/v1/audio-analysis/25UbAvLLIxMQg8kDxf5gWI,134774,4
2a4I8S9wN2v2OPWJtVCBDm,V3,2012-02-29,21,0.378,0.986,7,-2.039,1,0.168,0.0294,0.793,0.308,0.165,160.034,audio_features,spotify:track:2a4I8S9wN2v2OPWJtVCBDm,https://api.spotify.com/v1/tracks/2a4I8S9wN2v2OPWJtVCBDm,https://api.spotify.com/v1/audio-analysis/2a4I8S9wN2v2OPWJtVCBDm,173822,4
2cXixAre2k3SfFYNUBxkWV,End Of Fight,2012-02-29,5,0.39,0.966,2,-3.11,1,0.058,0.00217,0.898,0.313,0.512,150.083,audio_features,spotify:track:2cXixAre2k3SfFYNUBxkWV,https://api.spotify.com/v1/tracks/2cXixAre2k3SfFYNUBxkWV,https://api.spotify.com/v1/audio-analysis/2cXixAre2k3SfFYNUBxkWV,171811,4
2oLjhx7w8Hyd3gry9cCXr7,Hungarian Dance No. 5 in G Minor (Orch. by Schmeling),1984-01-01,58,0.358,0.167,7,-16,0,0.0354,0.899,0.96,0.103,0.601,144.561,audio_features,spotify:track:2oLjhx7w8Hyd3gry9cCXr7,https://api.spotify.com/v1/tracks/2oLjhx7w8Hyd3gry9cCXr7,https://api.spotify.com/v1/audio-analysis/2oLjhx7w8Hyd3gry9cCXr7,138707,4
2vi99G2wopxd25rQYjlJOO,Doppelganger - Long Ver.,2018-08-10,25,0.545,0.968,10,-2.739,0,0.172,0.00341,0.58,0.0401,0.472,139.973,audio_features,spotify:track:2vi99G2wopxd25rQYjlJOO,https://api.spotify.com/v1/tracks/2vi99G2wopxd25rQYjlJOO,https://api.spotify.com/v1/audio-analysis/2vi99G2wopxd25rQYjlJOO,264643,4
39k1N4y20avJUDeLU04PGr,NO ONE YES MAN,2020-10-11,27,0.43,0.995,7,-1.043,0,0.0508,2.99e-4,0.00147,0.315,0.535,170.056,audio_features,spotify:track:39k1N4y20avJUDeLU04PGr,https://api.spotify.com/v1/tracks/39k1N4y20avJUDeLU04PGr,https://api.spotify.com/v1/audio-analysis/39k1N4y20avJUDeLU04PGr,127059,4
